latitude,longitude,altitude,geometry,HID,Type,Kodomo,Name,Label,AgeS,AgeE,Full,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Add1,Add2,TEL,FAX,Owner,Ownership,Proof,Shanai,Y,X,url,Vacancy,VacancyDate
35.64081,139.341024,,Point,1103,認可保育所,,星の子保育園,星の子保育園,産休明け,,84,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,片倉町704-14,,,一般社団法人星の子保育園,私,,,35.64081,139.341024,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.62498,139.401776,,Point,1104,認可保育所,,堀之内プチ・クレイシュ,堀之内プチ・クレイシュ,産休明け,,60,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育20:00まで,,,,,八王子市,別所二丁目2-1,,,株式会社こどもの森,私,,,35.62498,139.401776,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.65206,139.304538,,Point,1105,認可保育所,,敬愛シンフォニー保育園,敬愛シンフォニー保育園,産休明け,,100,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,散田町四丁目7-11,,,社会福祉法人敬愛学園,私,,,35.65206,139.304538,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.65771,139.31154,,Point,1106,認可保育所,,ピノキオ幼児舎西八王子保育園,ピノキオ幼児舎西八王子保育園,産休明け,,46,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育20:30まで,,Y,,,八王子市,千人町二丁目18-7,,,株式会社ピノーコーポレーション,私,,,35.65771,139.31154,http://www.city.hachioji.tokyo.jp/kurashi/kosodate/003/001/hoikujyoitiran/p001265.html,,
35.620941,139.401272,,Point,1107,幼稚園,,真理学園幼稚園,真理学園幼稚園,満３歳,５歳,200,08:40,13:50,,預かり保育 教育時間開始前8：00～8：40、終了後13：50～18：00,,Y,,,八王子市,別所二丁目24,,,学校法人真理学園,私,,,35.620941,139.401272,http://www.kidslink.jp/cgi-bin/indexcgi/index.cgi?efldr=shinri,,
35.639618,139.303346,,Point,1108,幼稚園,,聖徳学園八王子中央幼稚園,聖徳学園八王子中央幼稚園,満３歳,５歳,320,09:00,14:45,,預かり保育 教育時間開始前8：00～9：00、終了後14：45～17：30,,Y,,,八王子市,椚田町1003,,,学校法人東京聖徳学園,私,,,35.639618,139.303346,http://www.seitoku.jp/hachi_yo/,,
35.63249,139.427795,,Point,1109,幼稚園,,聖徳学園多摩中央幼稚園,聖徳学園多摩中央幼稚園,３歳,５歳,400,09:00,14:30,,預かり保育 教育時間開始前8：00～9：00、終了後14：30～17：30,,Y,,,八王子市,鹿島1,,,学校法人東京聖徳学園,私,,,35.63249,139.427795,http://www.seitoku.jp/tama_yo/,,
35.605831,139.380361,,Point,1110,幼稚園,,麻生学園南多摩幼稚園,麻生学園南多摩幼稚園,満３歳,５歳,300,09:00,14:00,,預かり保育 教育時間開始前8：30～9：00、終了後14：00～17：30,,Y,,,八王子市,南大沢三丁目10,,,学校法人麻生学園,私,,,35.605831,139.380361,http://www.ki.aso.ac.jp/minamitama/,,
35.64174,139.419748,,Point,1111,幼稚園,,帝京大学幼稚園,帝京大学幼稚園,３歳,５歳,170,09:30,14:40,,預かり保育 教育時間終了後14：00～18：00,,Y,,,八王子市,大塚359,,,学校法人帝京大学,私,,,35.64174,139.419748,http://www.teikyo-u.ac.jp/teikyo-u-kindergarten/index.html,,
35.657788,139.317533,,Point,1112,幼稚園,,なかよし幼稚園,なかよし幼稚園,３歳,５歳,160,08:45,14:00,,預かり保育 教育時間開始前8：00～8：45、終了後14：00～17：30,,Y,,,八王子市,台町四丁目34－11,,,学校法人八王子学園,私,,,35.657788,139.317533,http://www.hachioji.ed.jp/,,
35.610796,139.369636,,Point,1113,幼稚園,,多摩なかよし幼稚園,多摩なかよし幼稚園,３歳,５歳,270,09:00,14:00,,預かり保育 教育時間開始前8：10～9：00、終了後14：00～17：30,,Y,,,八王子市,南大沢五丁目23,,,学校法人八王子学園,私,,,35.610796,139.369636,http://www.hachioji.ed.jp/,,
35.65078,139.327466,,Point,1114,幼稚園,,八王子実践幼稚園,八王子実践幼稚園,３歳,５歳,240,10:00,14:00,,預かり保育 教育時間終了後14：00～17：00,,Y,,,八王子市,台町一丁目12－15,,,学校法人矢野学園,私,,,35.65078,139.327466,http://hachioji-jissen.com/,,
35.630554,139.418885,,Point,1115,幼稚園,,武蔵野幼稚園,武蔵野幼稚園,満３歳,５歳,300,09:00,14:30,,預かり保育 教育時間開始前8：00～9：00、終了後14：30～17：30,,Y,,,八王子市,松が谷24,,,学校法人金子学園,私,,,35.630554,139.418885,http://www.k-musashino.ac.jp/,,
35.616083,139.370329,,Point,1116,幼稚園,,柚木武蔵野幼稚園,柚木武蔵野幼稚園,満３歳,５歳,280,09:00,14:30,,預かり保育 教育時間開始前8：00～9：00、終了後14：30～17：30,,Y,,,八王子市,上柚木三丁目8,,,学校法人金子学園,私,,,35.616083,139.370329,http://www.y-musashino.jp/,,
35.630381,139.346524,,Point,1117,幼稚園,,サンライズ幼稚園,サンライズ幼稚園,３歳,５歳,280,09:00,13:30,,預かり保育 教育時間終了後13：30～16：30,,Y,,,八王子市,片倉町1296－6,,,学校法人市川学園,私,,,35.630381,139.346524,http://sunrise.ed.jp/,,
35.667733,139.306681,,Point,1118,幼稚園,,横川幼稚園,横川幼稚園,３歳,５歳,180,07:30,18:30,,延長保育17：00～18：30まで、預かり保育　教育時間開始前7：30～9：00、教育時間終了後15：00～18：30,,Y,,,八王子市,横川町209,,,学校法人杉の子学園,私,,,35.667733,139.306681,http://www.yokokawa-kinder.com/,,
35.656612,139.310988,,Point,1119,幼稚園,,よこかわキッズステーション,よこかわキッズステーション,1歳,2歳,26,07:30,18:30,,延長保育17：00～18：30まで,,Y,,,八王子市,散田町3-1-16-101,,,学校法人杉の子学園,私,,,35.656612,139.310988,http://www.yokokawa-kinder.com/,,
35.622187,139.307623,,Point,1120,幼稚園,,グリーンヒル幼稚園,グリーンヒル幼稚園,３歳,５歳,350,10:00,14:00,,預かり保育 教育時間開始前8：00～10：00、終了後14：00～18：00,,Y,,,八王子市,寺田町432,,,学校法人池谷学園,私,,,35.622187,139.307623,http://www.greenhill.jp/,,
35.660412,139.303349,,Point,1121,幼稚園,,八王子白百合幼稚園,八王子白百合幼稚園,３歳,５歳,380,09:00,14:00,,預かり保育 教育時間開始前7：30～9：00、終了後14：00～18：20,,Y,,,八王子市,長房町75－1,,,学校法人白峰学園,私,,,35.660412,139.303349,http://www.sirayuriyouchien.ed.jp/,,
35.675055,139.314978,,Point,1122,幼稚園,,なかの幼稚園,なかの幼稚園,満３歳,５歳,400,08:30,14:00,,預かり保育 教育時間開始前7：30～8：30、終了後14：00～17：30,,Y,,,八王子市,中野上町五丁目32－13,,,学校法人八王子中村学園,私,,,35.675055,139.314978,http://www.nakano-kd.ed.jp/,,
35.641546,139.363799,,Point,1123,幼稚園,,長沼幼稚園,長沼幼稚園,３歳,５歳,210,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～18：00,,Y,,,八王子市,長沼町960－11,,,学校法人東京音楽学院,私,,,35.641546,139.363799,http://www.toonngnm.ed.jp/,,
35.661346,139.331929,,Point,1124,幼稚園,,本町幼稚園,本町幼稚園,満３歳,５歳,240,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～17：00,,Y,,,八王子市,本町16－3,,,宗教法人カトリック東京大司教区,私,,,35.661346,139.331929,http://honyou.sakura.ne.jp/,,
35.687245,139.311448,,Point,1125,幼稚園,,犬目幼稚園,犬目幼稚園,満３歳,５歳,320,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～18：00,,Y,,,八王子市,犬目町488,,,学校法人秋山学園,私,,,35.687245,139.311448,http://inume.ed.jp/,,
35.647422,139.318645,,Point,1126,幼稚園,,永明院ルンビニ幼稚園,永明院ルンビニ幼稚園,３歳,５歳,175,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～17：00,,Y,,,八王子市,山田町1622,,,学校法人永明学院,私,,,35.647422,139.318645,http://ルンビニ幼稚園.com/,,
35.654929,139.303313,,Point,1127,幼稚園,,セント・ベル幼稚園,セント・ベル幼稚園,３歳,５歳,210,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～17：00,,Y,,,八王子市,並木町33－2,,,（個人立）,私,,,35.654929,139.303313,http://stbell-int.com/,,
35.645831,139.296852,,Point,1128,幼稚園,,高尾幼稚園,高尾幼稚園,満３歳,５歳,420,08:30,14:00,,預かり保育 教育時間開始前7：30～8：30、終了後14：00～18：30,,Y,,,八王子市,東浅川町515－5,,,学校法人平成学園,私,,,35.645831,139.296852,http://takao.ed.jp/,,
35.627681,139.294789,,Point,1129,幼稚園,,たてまち幼稚園,たてまち幼稚園,３歳,５歳,240,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～17：00,,Y,,,八王子市,館町2435,,,（個人立）,私,,,35.627681,139.294789,http://www.tatemachi-k.jp/,,
35.616217,139.327183,,Point,1130,幼稚園,,東京ゆりかご幼稚園,東京ゆりかご幼稚園,３歳,５歳,240,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～18：00,,Y,,,八王子市,七国3-50-2,,,学校法人東京内野学園,私,,,35.616217,139.327183,http://www.tokyo-yurikago.ed.jp/,,
35.677809,139.291646,,Point,1131,幼稚園,,八王子桑の実幼稚園,八王子桑の実幼稚園,満３歳,５歳,280,09:00,14:00,,預かり保育 教育時間開始前8：00～9：00、終了後14：00～18：00,,Y,,,八王子市,諏訪町212,,,学校法人城東学園,私,,,35.677809,139.291646,http://www.kuwanomi.ed.jp/,,
35.696022,139.333842,,Point,1132,幼稚園,,八王子すみれ幼稚園,八王子すみれ幼稚園,３歳,５歳,175,10:00,14:00,,預かり保育 教育時間開始前8：30～10：00、終了後14：00～17：30,,Y,,,八王子市,丹木町二丁目355,,,学校法人浦野学園,私,,,35.696022,139.333842,,,
35.639179,139.283096,,Point,1133,幼稚園,,みころも幼稚園,みころも幼稚園,３歳,５歳,315,07:30,18:30,,延長保育18：30まで、預かり保育 教育時間開始前7：30～9：00、終了後14：00～18：30,,Y,,,八王子市,初沢町1310,,,学校法人松徳学園,私,,,35.639179,139.283096,http://www.mikoromo.net/,,
35.662409,139.283919,,Point,1134,幼稚園,,元八王子幼稚園,元八王子幼稚園,３歳,５歳,315,07:30,17:30,,延長保育17：30まで、預かり保育 教育時間開始前7：30～8：30、終了後14：30～17：30,,Y,,,八王子市,元八王子町二丁目1012－3,,,（個人立）,私,,,35.662409,139.283919,http://www.ans.co.jp/k/motohachiouji,,
35.660441,139.347889,,Point,1135,幼稚園,,かしわ幼稚園,かしわ幼稚園,満３歳,５歳,385,09:30,14:00,,預かり保育 教育時間終了後14：00～16：30,,Y,,,八王子市,明神町一丁目20－7,,,学校法人かしわ学園,私,,,35.660441,139.347889,http://www.kashiwagakuen.ed.jp/,,
35.660155,139.341195,,Point,1136,幼稚園,,聖公会八王子幼稚園,聖公会八王子幼稚園,満３歳,５歳,70,09:00,14:00,,預かり保育 教育時間終了後14：00～17：00,,Y,,,八王子市,新町1－11,,,学校法人光の子ども学園,私,,,35.660155,139.341195,https://www.hachiyo.net/,,
35.657296,139.329952,,Point,1137,幼稚園,,八王子幼稚園,八王子幼稚園,３歳,５歳,105,09:00,14:30,,預かり保育 教育時間開始前8：00～9：00、終了後14：30～17：30,,Y,,,八王子市,天神町22-1,,,学校法人八王子キリスト学園,私,,,35.657296,139.329952,http://hachiojiyochien.com/,,
35.631925,139.365317,,Point,1138,幼稚園,,おさひめ幼稚園,おさひめ幼稚園,満３歳,５歳,350,09:00,14:00,,預かり保育 教育時間開始前7：00～9：00、終了後14：00～19：00,,Y,,,八王子市,下柚木1982,,,学校法人長姫傳田学園,私,,,35.631925,139.365317,http://www.osahime.com/,,
35.667052,139.354144,,Point,1139,認可保育所,,キッズスペースドリーム大和田,キッズスペースドリーム大和田,産休明け,2歳児,18,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,大和田町4-21-6,,,一般社団法人どりーむ,,,,35.667052,139.354144,,,
35.668445,139.322344,,Point,1140,認可保育所,,こばと保育園,こばと保育園,産休明け,2歳児,12,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,中野上町1-32-19,,,株式会社こばと,,,,35.668445,139.322344,https://www.kobato-hoikuen.com/,,
35.65611,139.311142,,Point,1141,認可保育所,,わくわくランド,わくわくランド,産休明け,2歳児,12,08:00,17:00,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,千人町3-1-8,,,（個人立）,,,,35.65611,139.311142,http://www.wakuwaku-land.net/,,
35.650414,139.338193,,Point,1142,認可外,,キッズルームあおい,キッズルームあおい,産休明け,2歳児,18,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育19:00まで,,,,,八王子市,子安町3-23-14,,,医療法人社団葵会,,,Y,35.650414,139.338193,,,
35.644735,139.351911,,Point,1143,認可外,,テクノすくすく保育園,テクノすくすく保育園,1歳,2歳児,5,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,打越町2002-7,,,株式会社日本テクノス,,,Y,35.644735,139.351911,,,
35.68942,139.32852,,Point,1144,認可外,,創価大学つばさ保育所,創価大学つばさ保育所,産休明け,2歳児,10,08:00,19:00,,祝日及び12/29～1/3は休園、延長保育19:30まで,,,,,八王子市,丹木町1-236,,,学校法人創価大学,,,Y,35.68942,139.32852,,,
35.65386,139.30389,,Point,1145,認可外,,サニー・ベル,サニー・ベル,6か月,2歳児,9,07:30,18:30,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,並木町36-19,,,（個人立）,,,Y,35.65386,139.30389,,,
35.622121,139.31733,,Point,1146,認可外,,クラージュ保育園,クラージュ保育園,産休明け,2歳児,12,07:00,18:00,,祝日及び12/29～1/3は休園、延長保育20:00まで,,,,,八王子市,七国4-13-1,,,医療法人社団CSDS,,,Y,35.622121,139.31733,,,
35.675116,139.314425,,Point,1147,認可外,,なかの幼稚園内保育所さくら,なかの幼稚園内保育所さくら,1歳,2歳児,5,08:00,17:00,,祝日及び12/29～1/3は休園、延長保育なし,,,,,八王子市,中野上町5-39-15,,,学校法人八王子中村学園,,,Y,35.675116,139.314425,,,
35.64386,139.367313,,Point,1148,認可外,,安斉洋子,安斉洋子,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,長沼町738-22,,,（個人立）,,,,35.64386,139.367313,,,
35.62704,139.39957,,Point,1149,認可外,,ピッコロ保育室,ピッコロ保育室,産休明け,2歳児,4,08:30,16:30,,祝日及び12/29～1/3は休園,,,,,八王子市,堀之内3-3-28,,,（個人立）,,,,35.62704,139.39957,,,
35.664319,139.354852,,Point,1150,認可外,,めだかの子家庭保育室,めだかの子家庭保育室,産休明け,2歳児,5,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,大和田町4-8-12,,,（個人立）,,,,35.664319,139.354852,,,
35.663145,139.284528,,Point,1151,認可外,,木村卯多子,木村卯多子,産休明け,2歳児,2,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,元八王子町2-1354-13,,,（個人立）,,,,35.663145,139.284528,,,
35.665556,139.309542,,Point,1152,認可外,,mignon bébé（ミニヨンベベ）,mignon bébé（ミニヨンベベ）,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,横川町108-171,,,（個人立）,,,,35.665556,139.309542,,,
35.646409,139.333146,,Point,1153,認可外,,川和由美子,川和由美子,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,片倉町14-2,,,（個人立）,,,,35.646409,139.333146,,,
35.640304,139.308196,,Point,1154,認可外,,平井律子,平井律子,産休明け,2歳児,3,08:30,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,めじろ台3-42-5,,,（個人立）,,,,35.640304,139.308196,,,
35.680988,139.314375,,Point,1155,認可外,,オーシャンキッズルーム,オーシャンキッズルーム,産休明け,2歳児,5,08:30,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,犬目町221-4,,,（個人立）,,,,35.680988,139.314375,,,
35.628781,139.29902,,Point,1156,認可外,,こにし保育ママの家,こにし保育ママの家,産休明け,2歳児,4,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,館町1915-10,,,（個人立）,,,,35.628781,139.29902,,,
35.624795,139.314044,,Point,1157,認可外,,丘の上保育室,丘の上保育室,産休明け,2歳児,5,08:30,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,大船町156-38,,,（個人立）,,,,35.624795,139.314044,,,
35.629128,139.373369,,Point,1158,認可外,,由木めぐみ野保育室,由木めぐみ野保育室,産休明け,2歳児,3,08:30,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,下柚木1400-47,,,（個人立）,,,,35.629128,139.373369,,,
35.676479,139.294127,,Point,1159,認可外,,峰岸百合,峰岸百合,産休明け,2歳児,4,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,諏訪町156,,,（個人立）,,,,35.676479,139.294127,,,
35.626131,139.321459,,Point,1160,認可外,,スマイルベビールーム,スマイルベビールーム,産休明け,2歳児,5,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,みなみ野4-16-13,,,（個人立）,,,,35.626131,139.321459,http://smile-baby-room.com/,,
35.612939,139.36111,,Point,1161,認可外,,おひさまルーム,おひさまルーム,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,鑓水2-68-10,,,（個人立）,,,,35.612939,139.36111,,,
35.65503,139.315848,,Point,1162,認可外,,保育室ももの木,保育室ももの木,産休明け,2歳児,5,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,散田町1-2-3,,,（個人立）,,,,35.65503,139.315848,,,
35.662735,139.331224,,Point,1163,認可外,,ベビールームアンジュ,ベビールームアンジュ,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,本町22-9,,,（個人立）,,,,35.662735,139.331224,,,
35.634827,139.346351,,Point,1164,認可外,,ピヨピヨ保育室ひよっこ,ピヨピヨ保育室ひよっこ,産休明け,2歳児,3,08:00,16:30,,祝日及び12/29～1/3は休園,,,,,八王子市,片倉町937-103,,,（個人立）,,,,35.634827,139.346351,,,
35.686511,139.283577,,Point,1165,認可外,,笠原保育室,笠原保育室,産休明け,2歳児,3,08:00,17:00,,祝日及び12/29～1/3は休園,,,,,八王子市,川口町3715-14,,,（個人立）,,,,35.686511,139.283577,,,
35.657863,139.341984,,Point,1166,認可外,,八王子エンゼルホーム,八王子エンゼルホーム,0歳,5歳児,65,07:00,20:00,,祝日及び12/29～1/3は休園,,Y,,,八王子市,明神町4-7-3,,,（株）チャイルドタイム,,,,35.657863,139.341984,http://www.childtime.co.jp/hachioji/,,
35.633466,139.330994,,Point,1167,認可外,,八王子みなみ野雲母保育園,八王子みなみ野雲母保育園,0歳,5歳児,34,07:00,21:00,,祝日及び12/29～1/3は休園,,Y,,,八王子市,西片倉2-1-3,,,（株）モード・プランニング・ジャパン,,,,35.633466,139.330994,http://www.kirara-hoikuen.com/hoikuen/minamino.html,,
35.656516,139.331681,,Point,1168,認可外,,キッズスペースドリーム,キッズスペースドリーム,0歳,5歳児,39,00:00,00:00,Y,祝日及び12/29～1/3は休園,,Y,,,八王子市,寺町23-5,,,一般社団法人どりーむ,,,,35.656516,139.331681,http://kidsspace-dream.com/offer.html,,
35.654678,139.33889,,Point,1169,認可外,,ココファン・ナーサリー八王子南館,ココファン・ナーサリー八王子南館,0歳,5歳児,40,07:00,20:00,,祝日及び12/29～1/3は休園,,Y,,,八王子市,旭町1-17,,,（株）学研ココファン・ナーサリー,,,,35.654678,139.33889,http://nursery.cocofump.co.jp/nursery_school/hachiouji_minami/,,
35.660018,139.315817,,Point,1170,認可外,,ほっぺるランド西八王子,ほっぺるランド西八王子,0歳,5歳児,26,07:00,20:00,,祝日及び12/29～1/3は休園,,Y,,,八王子市,千人町1-1-11,,,（株）テノ．コーポレーション,,,,35.660018,139.315817,https://hoppel-land.com/introduces/167,,
35.653803,139.336093,,Point,1171,認可外,,ルカ保育園,ルカ保育園,0歳,2歳児,14,07:00,20:00,,祝日及び12/29～1/3は休園,,,,,八王子市,子安町4-13-8,,,（個人立）,,,,35.653803,139.336093,http://www13.plala.or.jp/luka/,,
35.654678,139.33889,,Point,1172,認可保育所,Y,ココファン・ナーサリー八王子北館,ココファン・ナーサリー八王子北館,0歳,2歳児,58,07:00,18:00,,延長保育20時まで,,,,,八王子市,旭町1-1セレオ八王子北館5階,,,株式会社学研ココファン・ナーサリー,,,,35.654678,139.33889,http://nursery.cocofump.co.jp/nursery_school/hachiouji_kita_long/,,
